consumer_id,payment_type,payment_date,payment_amount
276397454361,6121 credit_card 602452,2022-06-04,R$ 427.1
554496297587,credit MASTERCARD 404830,2022-02-21,R$ 14336.1
213868862794,credit MASTERCARD 791721,2023-03-03,R$ 7000.2
563249531684,719558 PIX@@ 826024,2020-01-31,R$ 10897.4
99916484487,96030 BOLETO++,2022-10-14,R$ 2229.6
557477458248,782722 debit card,2021-11-01,R$ 12355.7
457509068524,808871 DEBIT,2021-04-17,R$ 3939.9
225005483108,CREDIT TYPE 607988,2022-09-14,R$ 9037.1
255541826046,DEBIT 239396,2021-06-18,R$ 7914.1
264206396408,335791 PIX@@,2022-09-10,R$ 3619.5
271043982658,DEBIT 957515,2022-11-28,R$ 5707.2
375616648160,debit card 351264,2020-10-07,R$ 3907.7
457509068524,PIX@@ 172359,2020-06-11,R$ 3514.1
375616648160,debit card 31092,2021-10-12,R$ 2789.4
774463871553,194510 DEBIT 959337,2021-02-16,R$ 314.1
576658664149,boleto 874254,2021-01-22,R$ 9677.9
198700429310,752090 credit_card 21094,2021-11-13,R$ 12680.3
557477458248,DEBIT 112369,2022-02-13,R$ 9782.2
580873576795,6121 credit_card 602452,2021-03-06,R$ 12620.6
727387933243,83999 boleto 132875,2022-01-19,R$ 3748.2
215553816837,466419 boleto 448330,2020-07-22,R$ 662.0
880010302690,10769 BOLETO++ 686157,2022-05-11,R$ 752.0
580873576795,126106 pix,2020-12-17,R$ 14408.1
806716553933,Pix 53626,2022-08-16,R$ 11215.8
285060886299,154008 Boleto,2023-02-16,R$ 5418.6
99916484487,credit_card 9626,2020-07-23,R$ 7927.4
285060886299,694948 Pix,2020-10-07,R$ 13625.6
768789776296,51711 BOLETO++ 928175,2021-06-15,R$ 11846.0
215553816837,credit MASTERCARD 503875,2021-11-08,R$ 3868.2
346748702943,credit_card 98311,2022-03-27,R$ 7193.1
871606777479,boleto 485113,2021-11-01,R$ 5426.7
144886524133,281720 credit_card,2022-12-30,R$ 13290.6
364560919590,credit 597169,2022-12-24,R$ 8916.1
343866395672,281720 credit_card,2020-12-15,R$ 11817.3
580873576795,811485 PIX 990313,2020-03-24,R$ 14886.9
786587308278,194510 DEBIT 959337,2022-07-11,R$ 10192.3
909987131450,335791 PIX@@,2022-07-09,R$ 9420.4
144886524133,438283 credit_card 887651,2021-11-06,R$ 8056.9
255541826046,20184 DEBIT 873039,2020-04-04,R$ 12383.9
280232672886,719558 PIX@@ 826024,2021-09-06,R$ 10579.6
916089543181,220690 Boleto 349029,2020-07-29,R$ 15344.8
36738166061,543573 CREDIT TYPE,2020-12-27,R$ 4801.3
344181374711,113181 debit card 188514,2020-03-19,R$ 11953.7
288778337071,740303 piX,2021-12-20,R$ 14053.7
515648004009,742530 BOLETO,2022-10-23,R$ 3982.5
280232672886,30497 credit_card,2021-09-18,R$ 8840.7
580873576795,202934 PIX@@ 357298,2022-01-17,R$ 13238.7
634087794043,679673 Boleto 861516,2022-08-18,R$ 12081.8
74871225567,845654 DEBIT 351895,2022-03-12,R$ 10772.7
580873576795,414034 credit MASTERCARD,2022-12-24,R$ 10978.4
871606777479,PIX 183937,2022-12-16,R$ 4973.3
